team_2026_27,player,matched,match_type,prior_pl_team,position,rating,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,gi_per90,w_minutes,seasons,latest_team,latest_season
Tottenham,Dejan Kulusevski,True,name,Spurs,MID,88.05,88.05,4.78,3.59,8.37,6.17,0.42,1774.91,5,Spurs,2025-26
Tottenham,Pape Matar Sarr,True,name,Spurs,MID,87.15,87.15,2.88,3.84,6.72,4.34,0.31,1957.48,4,Spurs,2025-26
Tottenham,Rodrigo Bentancur,True,name,Spurs,MID,87.93,87.93,2.14,1.35,3.49,2.78,0.14,2195.98,5,Spurs,2025-26
Tottenham,George Abbott,True,name,Spurs,MID,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,1,Spurs,2022-23
Tottenham,Yang Min-Hyeok,True,name,Spurs,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Spurs,2025-26
Tottenham,Richarlison,True,name,Spurs,FWD,138.14,138.14,12.04,5.16,17.2,10.43,0.69,2235.66,9,Spurs,2025-26
Tottenham,Mathys Tel,True,name,Spurs,MID,61.23,61.23,3.09,1.9,4.98,4.51,0.4,1114.23,2,Spurs,2025-26
Tottenham,Dominic Solanke,True,name,Spurs,FWD,61.97,61.97,4.97,1.77,6.73,6.22,0.44,1370.28,2,Spurs,2025-26
Tottenham,Manor Solomon,True,name,Spurs,MID,8.44,8.44,0.5,0.42,0.92,0.49,0.74,111.2,4,Spurs,2025-26
Tottenham,Wilson Odobert,True,name,Spurs,MID,56.61,56.61,0.98,2.03,3.01,3.98,0.21,1316.42,3,Spurs,2025-26
Tottenham,Alejo Veliz,True,name,Spurs,FWD,2.31,2.31,0.21,0.0,0.21,0.09,2.0,9.46,2,Spurs,2024-25
Tottenham,Will Lankshear,True,name,Spurs,FWD,1.06,1.06,0.0,0.0,0.0,0.0,0.0,3.54,2,Spurs,2025-26
Tottenham,Jamie Donley,True,name,Spurs,FWD,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.63,1,Spurs,2023-24
Tottenham,Dane Scarlett,True,name,Spurs,FWD,4.27,4.27,0.0,0.35,0.35,0.02,1.64,19.38,6,Spurs,2025-26
Tottenham,Mikey Moore,True,name,Spurs,MID,7.14,7.14,0.0,0.71,0.71,0.27,0.5,127.56,3,Spurs,2025-26
